code,name,name_kana,change_date,abolish_date,end_date
820100035,ヘ　悪性新生物に対する放射線治療を実施している状態にある患者,ヘアクセイシンセイブツニタイスルホウシ,20200401,99999999,
820100036,ト　ドレーン法等を実施している状態にある患者,トドレーンホウトウヲジッシシテイルシ,20200401,99999999,
820100037,チ　人工呼吸器を使用している状態にある患者,チジンコウコキュウキヲシヨウシテイルシ,20200401,99999999,
820100038,リ　人工腎臓又は血漿交換療法を実施している状態にある患者,リジンコウジンゾウマタハケッショウ,20200401,99999999,
820100039,ヌ　全身麻酔その他これに準ずる麻酔を用いる手術患者,ヌゼンシンマスイソノタコレニジュンス,20200401,99999999,
820100040,ル　１５歳未満の患者,ル15サイミマンノカンジャ,20200401,99999999,
820100041,ヲ　小児慢性特定疾病児童等患者又は育成医療給付患者,ヲショウニマンセイトクテイシッペイジ,20200401,99999999,
820100042,ワ　ロからヌまでに掲げる状態に準ずる状態にある患者,ワロカラヌマデニカカゲルジョウタイ,20200401,99999999,
820100043,処置室で死亡,ショチシツデシボウ,20200401,99999999,
820100044,手術室で死亡,シュジュツシツデシボウ,20200401,99999999,
820100045,処置室・手術室以外で死亡,ショチシツシュジュツシツイガイデシ,20200401,99999999,
820100046,（イ）　心疾患患者でジギタリス製剤を投与,イシンシッカンカンジャデジギタリ,20200401,99999999,
820100047,（ロ）　てんかん患者で抗てんかん剤を投与,ロテンカンカンジャデコウテンカンザ,20200401,99999999,
820100048,（ハ）　気管支喘息等の患者でテオフィリン製剤を投与,ハキカンシゼンソクトウノカンジャデ,20200401,99999999,
820100049,（ニ）　不整脈の患者に対して不整脈用剤を継続的に投与,ニフセイミャクノカンジャニタイシテフセ,20200401,99999999,
820100050,（ホ）　統合失調症の患者でハロペリドール製剤等を投与,ホトウゴウシッチョウショウノカンジャ,20200401,99999999,
820100051,（ヘ）　躁うつ病の患者でリチウム製剤を投与,ヘソウウツビョウノカンジャデリチウ,20200401,99999999,
820100052,（ト）　躁うつ病又は躁病の患者でバルプロ酸ナトリウム等を投与,トソウウツビョウマタハソウビョウノカ,20200401,99999999,
820100053,（チ）　臓器移植術を受けた患者で免疫抑制剤を投与,チゾウキイショクジュツヲウケタカンシ,20200401,99999999,
820100054,（リ）　留意事項通知に規定する患者でシクロスポリンを投与,リリュウイジコウツウチニキテイスルカン,20200401,99999999,
820100055,（ヌ）　若年性関節リウマチ等の患者でサリチル酸系製剤を継続投与,ヌジャクネンセイカンセツリウマチトウノ,20200401,99999999,
820100056,（ル）　悪性腫瘍の患者でメトトレキサートを投与,ルアクセイシュヨウノカンジャデメトト,20200401,99999999,
820100057,（ヲ）　留意事項通知に規定する患者でタクロリムス水和物を投与,ヲリュウイジコウツウチニキテイスルカン,20200401,99999999,
820100058,（ワ）　留意事項通知に規定する患者でトリアゾール系抗真菌剤を投与,ワリュウイジコウツウチニキテイスルカン,20200401,99999999,
820100059,（カ）　片頭痛の患者でバルプロ酸ナトリウムを投与,カヘンズツウノカンジャデバルプ,20200401,99999999,
820100060,（ヨ）　イマチニブを投与,ヨイマチニブヲトウヨ,20200401,99999999,
820100061,（タ）　留意事項通知に規定する患者でエベロリムスを投与,タリュウイジコウツウチニキテイスルカン,20200401,99999999,
820100062,（レ）　リンパ脈管筋腫症の患者でシロリムス製剤を投与,レリンパミャクカンキンシュショウノカン,20200401,99999999,
820100063,（ソ）　腎細胞癌の患者で抗悪性腫瘍剤としてスニチニブを投与,ソジンサイボウガンノカンジャデ,20200401,99999999,
820100064,ア　留意事項通知に規定する患者でＩＣＤ適否確定までの間使用,アリュウイジコウツウチニキテイスルカン,20200401,99999999,
820100065,イ　留意事項通知に規定する患者でＩＣＤ植え込みまでの間使用,イリュウイジコウツウチニキテイスルカン,20200401,99999999,
820100066,ア　出血性合併症患者の退院月翌月の月２回目以後の末梢血液一般検査,アシュッケツセイガッペイショウカンシ,20200401,99999999,
820100067,イ　パルス療法施行時の月２回目以後のカルシウム等の検査,イパルスリョウホウシコウジノツキ2カ,20200401,99999999,
820100068,ウ　副甲状腺切除を行った患者の月２回目以後のカルシウム等の検査,ウフクコウジョウセンセツジョヲオコナ,20200401,99999999,
820100069,エ　シナカルセト塩酸塩投与患者の月２回目以後のカルシウム等の検査,エシナカルセトエンサンエントウヨカンジ,20200401,99999999,
820100070,オ　透析アミロイド症の月２回目以後のβ２−マイクログロブリン検査,オトウセキアミロイドショウノツキ2カイ,20200401,99999999,
820100071,カ　デフェロキサミンメシル酸塩投与患者のアルミニウムの検査,カデフェロキサミンメシルエンサントウヨ,20200401,99999999,
820100072,ア　その診療科の医師でなければ困難な診療,アソノシンリョウカノイシデナケレバコ,20200401,99999999,
820100073,イ　既に診療した傷病等とは明らかに異なる傷病に対する診療,イスデニシンリョウシタショウビョウト,20200401,99999999,
820100074,末期の悪性腫瘍,マッキノアクセイシュヨウ,20200401,99999999,
820100075,多発性硬化症,タハツセイコウカショウ,20200401,99999999,
820100076,重症筋無力症,ジュウショウキンムリョクショウ,20200401,99999999,
820100077,スモン,スモン,20200401,99999999,
820100078,筋萎縮性側索硬化症,キンイシュクセイソクサクコウカショウ,20200401,99999999,
820100079,脊髄小脳変性症,セキズイショウノウヘンセイショウ,20200401,99999999,
820100080,ハンチントン病,ハンチントンビョウ,20200401,99999999,
820100081,進行性筋ジストロフィー症,シンコウセイキンジストロフィーショウ,20200401,99999999,
820100082,パーキンソン病関連疾患（留意事項通知に規定するもの）,パーキンソンビョウカンレンシッカン,20200401,99999999,
820100083,多系統萎縮症（留意事項通知に規定するもの）,タケイトウイシュクショウ,20200401,99999999,
820100084,プリオン病,プリオンビョウ,20200401,99999999,
820100085,亜急性硬化性全脳炎,アキュウセイコウカセイゼンノウエン,20200401,99999999,
820100086,ライソゾーム病,ライソゾームビョウ,20200401,99999999,
820100087,副腎白質ジストロフィー,フクジンハクシツジストロフィー,20200401,99999999,
820100088,脊髄性筋萎縮症,セキズイセイキンイシュクショウ,20200401,99999999,
820100089,球脊髄性筋萎縮症,キュウセキズイセイキンイシュクショウ,20200401,99999999,
820100090,慢性炎症性脱髄性多発神経炎,マンセイエンショウセイダツズイセイタ,20200401,99999999,
820100091,後天性免疫不全症候群,コウテンセイメンエキフゼンショウコウク,20200401,99999999,
820100092,頸髄損傷の患者,ケイズイソンショウノカンジャ,20200401,99999999,
820100093,人工呼吸器を使用している状態の患者,ジンコウコキュウキヲシヨウシテイルジ,20200401,99999999,
820100094,ユニット数が３以下の認知症対応型共同生活介護事業所,ユニットスウガ3イカノニンチショウタイ,20200401,99999999,
820100095,在宅医学管理を行う患者数が当該建築物の戸数の１０％以下,ザイタクイガクカンリヲオコナウカンシ,20200401,99999999,
820100096,当該建築物の戸数が２０戸未満で在宅医学管理を行う患者が２人以下,トウガイケンチクブツノコスウガ20,20200401,99999999,
820100097,在宅で死亡,ザイタクデシボウ,20200401,99999999,
820100098,在宅以外で死亡,ザイタクイガイデシボウ,20200401,99999999,
820100099,急性増悪,キュウセイゾウアク,20200401,99999999,
820100100,終末期,シュウマツキ,20200401,99999999,
820100101,退院直後,タイインチョクゴ,20200401,99999999,
820100102,その他,ソノタ,20200401,99999999,
820100103,同居する同一世帯の患者が２人以上,ドウキョスルドウイツセタイノカンジ,20200401,99999999,
820100104,管理指導を行う患者数が当該建築物の戸数の１０％以下,カンリシドウヲオコナウカンジャスウカ,20200401,99999999,
820100105,当該建築物の戸数が２０戸未満で管理指導を行う患者が２人以下,トウガイケンチクブツノコスウガ20,20200401,99999999,
820100106,指導料を算定する者の数が当該建築物の戸数の１０％以下,シドウリョウヲサンテイスルモノノカズ,20200401,99999999,
820100107,当該建築物の戸数が２０戸未満で指導料を算定する者が２人以下,トウガイケンチクブツノコスウガ20,20200401,99999999,
820100108,１回目の評価カンファレンス,1カイメノヒョウカカンファレンス,20200401,99999999,
820100109,２回目の評価カンファレンス,2カイメノヒョウカカンファレンス,20200401,99999999,
820100110,ア　在宅自己連続携行式腹膜灌流の導入期にあるもの,アザイタクジコレンゾクケイコウシキ,20200401,99999999,
820100111,イ　糖尿病で血糖コントロールが困難であるもの,イトウニョウビョウデケットウコントロ,20200401,99999999,
820100112,ウ　腹膜炎の疑い、トンネル感染及び出口感染のあるもの,ウフクマクエンノウタガイトンネルカンセ,20200401,99999999,
820100113,エ　腹膜の透析効率及び除水効率が著しく低下しているもの,エフクマクノトウセキコウリツオヨビジ,20200401,99999999,
820100114,オ　その他医師が特に必要と認めるもの,オソノタイシガトクニヒツヨウトミトメル,20200401,99999999,
820100115,ア　在宅血液透析の導入期にあるもの,アザイタクケツエキトウセキノドウニュ,20200401,99999999,
820100116,イ　合併症の管理が必要なもの,イガッペイショウノカンリガヒツヨウ,20200401,99999999,
820100117,ウ　その他医師が特に必要と認めるもの,ウソノタイシガトクニヒツヨウトミトメル,20200401,99999999,
820100118,ア　留意事項通知に規定する１型糖尿病患者（在宅医療）,アリュウイジコウツウチニキテイスル1カ,20200401,99999999,
820100119,イ　留意事項通知に規定する２型糖尿病患者（在宅医療）,イリュウイジコウツウチニキテイスル2カ,20200401,99999999,
820100120,ア　糖尿病等で１日概ね４回以上自己注射が必要,アトウニョウビョウトウデ1ニチオオム,20200401,99999999,
820100121,イ　血友病で自己注射が必要,イケツユウビョウデジコチュウシャカ,20200401,99999999,
820100122,当月分,トウゲツブン,20200401,99999999,
820100123,翌々月分,ヨクヨクゲツブン,20200401,99999999,
820100124,翌月分,ヨクゲツブン,20200401,99999999,
820100125,前月分,ゼンゲツブン,20200401,99999999,
820100126,前々月分,ゼンゼンゲツブン,20200401,99999999,
820100127,ア　留意事項通知アの慢性心不全患者にＡＳＶ療法を実施した場合,アリュウイジコウツウチアノマンセイシン,20200401,99999999,
820100128,イ　留意事項通知イの心不全患者にＡＳＶ療法を実施した場合,イリュウイジコウツウチイノシンフゼン,20200401,99999999,
820100129,引き続き入院,ヒキツヅキニュウイン,20200401,99999999,
820100130,ア　肺癌の治療法選択,アハイガンノチリョウホウセンタク,20200401,99999999,
